question_id,mode,prompt,choice_a,choice_b,choice_c,choice_d,answer,explanation,wrong_choice_notes,tags,difficulty,choice_a_color_name,choice_a_color_hex,choice_a_pccs,choice_a_munsell,choice_a_color_source,choice_b_color_name,choice_b_color_hex,choice_b_pccs,choice_b_munsell,choice_b_color_source,choice_c_color_name,choice_c_color_hex,choice_c_pccs,choice_c_munsell,choice_c_color_source,choice_d_color_name,choice_d_color_hex,choice_d_pccs,choice_d_munsell,choice_d_color_source,answer_color_name,answer_color_hex,answer_pccs,answer_munsell,answer_color_source,show_color_after_answer,color_data_status
kanyou_new_084,animal_dye_to_name,新大陸原産のカイガラムシから採れる赤色染料名を冠した外来色名を選びなさい。,ローズリレッド,コチニールレッド,カーマイン,スカーレット,コチニールレッド,正解はコチニールレッド。JIS物体色の慣用色名リストでは、赤色がとれる虫の名前。 マンセル値は10RP 4/12。,カーマイン：カーマイン（洋紅）はコチニールカイガラムシから得られる深紅色の染料で、食品着色料などにも用いられる。 / スカーレット：貝殻虫のケルメス、コチニールによる染色の色。 / ローズリレッド：薔薇の花の色が由来。,外来色名|動物性染料|赤系|重点,標準,ローズリレッド,#C74F90,,7.5RP 5/12,外来色名,コチニールレッド,#AF3168,,10RP 4/12,外来色名,カーマイン,#BE1E3E,V2,4R 4/14,外来色名,スカーレット,#DE4335,,7R 5/14,外来色名,コチニールレッド,#AF3168,,10RP 4/12,外来色名,TRUE,complete
kanyou_new_085,animal_dye_to_name,貝から採れる紫染料に由来する、伝統的な紫の外来色名を選びなさい。,パープル,バイオレット,モーブ,マゼンタ,パープル,正解はパープル。JIS物体色の慣用色名リストでは、貝紫（貝から採れる分泌液の染料）に由来。 マンセル値は7.5P 5/12。 PCCS近似値はb22。,バイオレット：菫の花の色。 / モーブ：葵の花の色。 / マゼンタ：マゼンタはイタリアの地名。,外来色名|動物性染料|紫系|重点,標準,パープル,#A260BF,b22,7.5P 5/12,外来色名,バイオレット,#6D52AB,V21,2.5P 4/11,外来色名,モーブ,#835FA8,V22,5P 4.5/9,外来色名,マゼンタ,#C949A2,V24,5RP 5/14,外来色名,パープル,#A260BF,b22,7.5P 5/12,外来色名,TRUE,complete
kanyou_new_086,mineral_to_name,古代エジプトで目の周りに塗ったともされる孔雀石に由来する緑の外来色名を選びなさい。,エメラルドグリーン,ビリジアン,コバルトグリーン,マラカイトグリーン,マラカイトグリーン,正解はマラカイトグリーン。JIS物体色の慣用色名リストでは、マラカイト＝孔雀石の色。 マンセル値は4G 4.5/9。,エメラルドグリーン：宝石のエメラルドの色。 / ビリジアン：水酸化クロムを主原料とする顔料の色。 / コバルトグリーン：酸化コバルトと酸化亜鉛から生成され顔料の色。,外来色名|鉱物|緑系|過去問風2022,やや難,エメラルドグリーン,#4DA573,b12,4G 6/8,外来色名,ビリジアン,#156F5C,d12,8G 4/6,外来色名,コバルトグリーン,#5DC288,b12,4G 7/9,外来色名,マラカイトグリーン,#008047,,4G 4.5/9,外来色名,マラカイトグリーン,#008047,,4G 4.5/9,外来色名,TRUE,complete
kanyou_new_087,mineral_to_name,水酸化クロムを主原料とする顔料に由来する緑を選びなさい。,コバルトグリーン,マラカイトグリーン,ビリジアン,クロムイエロー,ビリジアン,正解はビリジアン。JIS物体色の慣用色名リストでは、水酸化クロムを主原料とする顔料の色 マンセル値は8G 4/6。 PCCS近似値はd12。,クロムイエロー：クロム酸鉛が主成分の顔料の色。 / コバルトグリーン：酸化コバルトと酸化亜鉛から生成され顔料の色。 / マラカイトグリーン：マラカイト＝孔雀石の色。,外来色名|顔料|緑系,標準,コバルトグリーン,#5DC288,b12,4G 7/9,外来色名,マラカイトグリーン,#008047,,4G 4.5/9,外来色名,ビリジアン,#156F5C,d12,8G 4/6,外来色名,クロムイエロー,#FFBC00,,3Y 8/12,外来色名,ビリジアン,#156F5C,d12,8G 4/6,外来色名,TRUE,complete
kanyou_new_088,mineral_to_name,金属元素由来の化合物と酸化亜鉛から生成される顔料の緑を選びなさい。,エメラルドグリーン,コバルトグリーン,コバルトブルー,ビリジアン,コバルトグリーン,正解はコバルトグリーン。JIS物体色の慣用色名リストでは、酸化コバルトと酸化亜鉛から生成され顔料の色。 マンセル値は4G 7/9。 PCCS近似値はb12。,コバルトブルー：コバルトとアルミを主成分とする顔料の色。 / ビリジアン：水酸化クロムを主原料とする顔料の色。 / エメラルドグリーン：宝石のエメラルドの色。,外来色名|顔料|緑系,やや難,エメラルドグリーン,#4DA573,b12,4G 6/8,外来色名,コバルトグリーン,#5DC288,b12,4G 7/9,外来色名,コバルトブルー,#2863AB,,3PB 4/10,外来色名,ビリジアン,#156F5C,d12,8G 4/6,外来色名,コバルトグリーン,#5DC288,b12,4G 7/9,外来色名,TRUE,complete
kanyou_new_089,mineral_to_name,緑色宝石に由来する緑の外来色名を選びなさい。,エメラルドグリーン,マラカイトグリーン,ピーコックグリーン,リーフグリーン,エメラルドグリーン,正解はエメラルドグリーン。JIS物体色の慣用色名リストでは、宝石のエメラルドの色。 マンセル値は4G 6/8。 PCCS近似値はb12。,マラカイトグリーン：マラカイト＝孔雀石の色。 / ピーコックグリーン：孔雀の羽の色。 / リーフグリーン：若い木の葉のような明るい緑色を指す。,外来色名|宝石|緑系,標準,エメラルドグリーン,#4DA573,b12,4G 6/8,外来色名,マラカイトグリーン,#008047,,4G 4.5/9,外来色名,ピーコックグリーン,#007F91,,7.5BG 4.5/9,外来色名,リーフグリーン,#879D4E,,5GY 6/7,外来色名,エメラルドグリーン,#4DA573,b12,4G 6/8,外来色名,TRUE,complete
kanyou_new_090,mineral_to_name,トルコ石に由来する青緑系の外来色名を選びなさい。,ナイルブルー,ピーコックブルー,マリンブルー,ターコイズブルー,ターコイズブルー,正解はターコイズブルー。JIS物体色の慣用色名リストでは、宝石のターコイズの色。 マンセル値は5B 6/8。 PCCS近似値はb16。,ナイルブルー：ナイル川のようなくすんだ青緑。 / ピーコックブルー：孔雀の羽の色。 / マリンブルー：少し緑みのある海のような青色。,外来色名|宝石|青緑系,標準,ナイルブルー,#5190A4,,10BG 5.5/5,外来色名,ピーコックブルー,#00708B,,10BG 4/8.5,外来色名,マリンブルー,#005175,,5B 3/7,外来色名,ターコイズブルー,#399ECC,b16,5B 6/8,外来色名,ターコイズブルー,#399ECC,b16,5B 6/8,外来色名,TRUE,complete
kanyou_new_091,mineral_to_name,ラピスラズリを粉末にした青色顔料に由来する外来色名を選びなさい。,セルリアンブルー,プルシャンブルー,ウルトラマリンブルー,コバルトブルー,ウルトラマリンブルー,正解はウルトラマリンブルー。JIS物体色の慣用色名リストでは、ラピスラズリを粉末にした青色顔料の色。 マンセル値は7.5PB 3.5/11。 PCCS近似値はV19。,コバルトブルー：コバルトとアルミを主成分とする顔料の色。 / セルリアンブルー：硫酸コバルトと酸化亜鉛と珪酸から合成される青色顔料が由来。 / プルシャンブルー：フェロシアン化鉄の顔料の色。,外来色名|顔料|青系,標準,セルリアンブルー,#0B74AF,,9B 4.5/9,外来色名,プルシャンブルー,#3D496B,,5PB 3/4,外来色名,ウルトラマリンブルー,#414FA3,V19,7.5PB 3.5/11,外来色名,コバルトブルー,#2863AB,,3PB 4/10,外来色名,ウルトラマリンブルー,#414FA3,V19,7.5PB 3.5/11,外来色名,TRUE,complete
kanyou_new_092,mineral_to_name,金属元素とアルミを主成分とする青色顔料に由来する外来色名を選びなさい。,ウルトラマリンブルー,コバルトブルー,セルリアンブルー,アイアンブルー,コバルトブルー,正解はコバルトブルー。JIS物体色の慣用色名リストでは、コバルトとアルミを主成分とする顔料の色。 マンセル値は3PB 4/10。,セルリアンブルー：硫酸コバルトと酸化亜鉛と珪酸から合成される青色顔料が由来。 / アイアンブルー：鉄を主成分とする顔料の色。 / ウルトラマリンブルー：ラピスラズリを粉末にした青色顔料の色。,外来色名|顔料|青系,標準,ウルトラマリンブルー,#414FA3,V19,7.5PB 3.5/11,外来色名,コバルトブルー,#2863AB,,3PB 4/10,外来色名,セルリアンブルー,#0B74AF,,9B 4.5/9,外来色名,アイアンブルー,#3D496B,,5PB 3/4,外来色名,コバルトブルー,#2863AB,,3PB 4/10,外来色名,TRUE,complete
kanyou_new_093,mineral_to_name,錫酸コバルト化合物の絵具名として使われる青の外来色名を選びなさい。,セルリアンブルー,コバルトブルー,シアン,スカイブルー,セルリアンブルー,正解はセルリアンブルー。JIS物体色の慣用色名リストでは、硫酸コバルトと酸化亜鉛と珪酸から合成される青色顔料が由来。 マンセル値は9B 4.5/9。,コバルトブルー：コバルトとアルミを主成分とする顔料の色。 / シアン：色の三原色のひとつ。 / スカイブルー：代表的な空の色。,外来色名|顔料|青系,やや難,セルリアンブルー,#0B74AF,,9B 4.5/9,外来色名,コバルトブルー,#2863AB,,3PB 4/10,外来色名,シアン,#219DDD,V16,7.5B 6/10,外来色名,スカイブルー,#95C0EC,lt16,9B 7.5/5.5,外来色名,セルリアンブルー,#0B74AF,,9B 4.5/9,外来色名,TRUE,complete
kanyou_new_094,mineral_to_name,フェロシアン化鉄顔料の色を表す外来色名を選びなさい。,アイアンブルー,ネービーブルー,ミッドナイトブルー,プルシャンブルー,プルシャンブルー,正解はプルシャンブルー。JIS物体色の慣用色名リストでは、フェロシアン化鉄の顔料の色 マンセル値は5PB 3/4。,アイアンブルー：鉄を主成分とする顔料の色。 / ネービーブルー：イギリス海軍に由来する色名。 / ミッドナイトブルー：真夜中の色。,外来色名|顔料|青系|紛らわしい,やや難,アイアンブルー,#3D496B,,5PB 3/4,外来色名,ネービーブルー,#333C5E,,6PB 2.5/4,外来色名,ミッドナイトブルー,#00152D,,5PB 1.5/2,外来色名,プルシャンブルー,#3D496B,,5PB 3/4,外来色名,プルシャンブルー,#3D496B,,5PB 3/4,外来色名,TRUE,complete
kanyou_new_095,mineral_to_name,金属元素を主成分とする青色顔料にちなむ外来色名を選びなさい。,スチールグレイ,紺青（こんじょう）,アイアンブルー,プルシャンブルー,アイアンブルー,正解はアイアンブルー。JIS物体色の慣用色名リストでは、鉄を主成分とする顔料の色。 マンセル値は5PB 3/4。,プルシャンブルー：フェロシアン化鉄の顔料の色。 / スチールグレイ：鉄を主成分とする合金、スチール（鋼）の色。 / 紺青（こんじょう）：18世紀にベルリンで発見された人工青色顔料（紺青）に由来。,外来色名|顔料|青系|紛らわしい,やや難,スチールグレイ,#736C79,,5P 4.5/1,外来色名,紺青（こんじょう）,#3D496B,,5PB 3/4,和色名,アイアンブルー,#3D496B,,5PB 3/4,外来色名,プルシャンブルー,#3D496B,,5PB 3/4,外来色名,アイアンブルー,#3D496B,,5PB 3/4,外来色名,TRUE,complete
kanyou_new_096,mineral_to_name,鉛黄亜鉛酸塩の色で、ナポリに由来する黄色を選びなさい。,ゴールデンイエロー,ネープルスイエロー,ジョンブリアン,クロムイエロー,ネープルスイエロー,正解はネープルスイエロー。JIS物体色の慣用色名リストでは、イタリアの都市ナポリに由来。 マンセル値は2.5Y 8/7.5。 PCCS近似値はlt8。,ジョンブリアン：フランス語で「輝く黄色」という意味。 / クロムイエロー：クロム酸鉛が主成分の顔料の色。 / ゴールデンイエロー：ゴールドの印象を与える黄色。,外来色名|顔料|黄系,やや難,ゴールデンイエロー,#F39A38,,7.5YR 7/10,外来色名,ネープルスイエロー,#F2C26B,lt8,2.5Y 8/7.5,外来色名,ジョンブリアン,#FFCC00,V8,5Y 8.5/14,外来色名,クロムイエロー,#FFBC00,,3Y 8/12,外来色名,ネープルスイエロー,#F2C26B,lt8,2.5Y 8/7.5,外来色名,TRUE,complete
kanyou_new_097,mineral_to_name,鉛を含む黄色顔料を主成分とする色に由来する黄色を選びなさい。,クロムイエロー,ネープルスイエロー,ジョンブリアン,イエローオーカー,クロムイエロー,正解はクロムイエロー。JIS物体色の慣用色名リストでは、クロム酸鉛が主成分の顔料の色。 マンセル値は3Y 8/12。,ネープルスイエロー：イタリアの都市ナポリに由来。 / ジョンブリアン：フランス語で「輝く黄色」という意味。 / イエローオーカー：オーカーとは黄土（おうど）のこと。,外来色名|顔料|黄系,標準,クロムイエロー,#FFBC00,,3Y 8/12,外来色名,ネープルスイエロー,#F2C26B,lt8,2.5Y 8/7.5,外来色名,ジョンブリアン,#FFCC00,V8,5Y 8.5/14,外来色名,イエローオーカー,#C18A39,,10YR 6/7.5,外来色名,クロムイエロー,#FFBC00,,3Y 8/12,外来色名,TRUE,complete
kanyou_new_098,mineral_to_name,黄土を意味する語に由来する外来色名を選びなさい。,ローシェンナ,ローアンバー,黄土色,イエローオーカー,イエローオーカー,正解はイエローオーカー。JIS物体色の慣用色名リストでは、オーカーとは黄土（おうど）のこと マンセル値は10YR 6/7.5。,ローシェンナ：トスカーナ地方の都市シエナ（Siena）に由来。 / ローアンバー：イタリアのウンブリア州（Umbria）に由来。 / 黄土色：黄土（おうど）＝黄色っぽい土の色に由来する黄褐色。,外来色名|土|顔料|黄系,標準,ローシェンナ,#BB6421,,4YR 5/9,外来色名,ローアンバー,#7F5C13,,2.5Y 4/6,外来色名,黄土色,#C18A39,d6,10YR 6/7.5,和色名,イエローオーカー,#C18A39,,10YR 6/7.5,外来色名,イエローオーカー,#C18A39,,10YR 6/7.5,外来色名,TRUE,complete
kanyou_new_099,mineral_to_name,イタリア産の土性顔料に由来し、焼いた色を表す外来色名を選びなさい。,バーントアンバー,テラコッタ,バーントシェンナ,ローシェンナ,バーントシェンナ,正解はバーントシェンナ。JIS物体色の慣用色名リストでは、トスカーナ地方の都市シエナ（Siena）に由来。 マンセル値は10R 4.5/7.5。,ローシェンナ：トスカーナ地方の都市シエナ（Siena）に由来。 / バーントアンバー：イタリアのウンブリア州（Umbria）に由来。 / テラコッタ：イタリア語で「焼いた (cotta) 土 (terra) 」という意味。,外来色名|土|顔料|茶系,やや難,バーントアンバー,#5B462A,,10YR 3/3,外来色名,テラコッタ,#AC5647,,7.5R 4.5/8,外来色名,バーントシェンナ,#A8593C,,10R 4.5/7.5,外来色名,ローシェンナ,#BB6421,,4YR 5/9,外来色名,バーントシェンナ,#A8593C,,10R 4.5/7.5,外来色名,TRUE,complete
kanyou_new_100,mineral_to_name,イタリア産の土性顔料に由来する、焼いていない黄褐色系の外来色名を選びなさい。,イエローオーカー,ローシェンナ,バーントシェンナ,ローアンバー,ローシェンナ,正解はローシェンナ。JIS物体色の慣用色名リストでは、トスカーナ地方の都市シエナ（Siena）に由来 マンセル値は4YR 5/9。,バーントシェンナ：トスカーナ地方の都市シエナ（Siena）に由来。 / ローアンバー：イタリアのウンブリア州（Umbria）に由来。 / イエローオーカー：オーカーとは黄土（おうど）のこと。,外来色名|土|顔料|茶系,やや難,イエローオーカー,#C18A39,,10YR 6/7.5,外来色名,ローシェンナ,#BB6421,,4YR 5/9,外来色名,バーントシェンナ,#A8593C,,10R 4.5/7.5,外来色名,ローアンバー,#7F5C13,,2.5Y 4/6,外来色名,ローシェンナ,#BB6421,,4YR 5/9,外来色名,TRUE,complete
